Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1093244,,616,HENDERSON STREET NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,454000,53.46662077,-113.5987868,POINT (-113.59878678533731 53.46662077118136),100,,,RESIDENTIAL,,
1283019,154,2703,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,148500,53.45774844,-113.4525293,POINT (-113.45252934111195 53.457748444411344),100,,,RESIDENTIAL,,
1288711,204,10139,157 STREET NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,76500,53.54253378,-113.5915938,POINT (-113.59159376420162 53.542533779969595),100,,,RESIDENTIAL,,
1224559,,10813,20A AVENUE NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,278000,53.45146501,-113.5077143,POINT (-113.50771431261508 53.45146501407819),100,,,RESIDENTIAL,,
1040393,,2010,53 STREET NW,N,6460,MEYOKUMIN,Karhiio Ward,288000,53.45138911,-113.423148,POINT (-113.42314796512645 53.45138911144257),100,,,RESIDENTIAL,,
1195874,,8714,160A STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,351000,53.52186445,-113.599726,POINT (-113.59972604300215 53.52186444893434),100,,,RESIDENTIAL,,
1254028,,9151,155 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,293500,53.5264,-113.5879692,POINT (-113.58796923044191 53.526399996409275),100,,,RESIDENTIAL,,
1235126,1701,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,204000,53.52349869,-113.4938707,POINT (-113.49387074720232 53.52349869063701),100,,,RESIDENTIAL,,
1056563,,23,KINISKI CRESCENT NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,289500,53.47782744,-113.4000222,POINT (-113.40002217879274 53.47782743981978),100,,,RESIDENTIAL,,
1084193,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1016203,,47,WOLF CRESCENT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,981000,53.5061204,-113.5976033,POINT (-113.59760328676282 53.506120395325574),100,,,RESIDENTIAL,,
1081678,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1180025,,,,N,5480,STRATHCONA,papastew Ward,7000,53.52417325,-113.4926579,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1025576,,10522,84 AVENUE NW,N,5480,STRATHCONA,papastew Ward,228000,53.52029578,-113.5014237,POINT (-113.50142370461174 53.52029578345184),100,,,RESIDENTIAL,,
1319581,,9809,157 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,283000,53.5366263,-113.5915775,POINT (-113.5915774660241 53.53662630190685),100,,,RESIDENTIAL,,
1180223,,,,N,5480,STRATHCONA,papastew Ward,7000,53.52417325,-113.4926579,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1096460,,9126,180A AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,323000,53.64314544,-113.4800384,POINT (-113.48003843881648 53.64314543913871),100,,,RESIDENTIAL,,
1180603,,,,N,5480,STRATHCONA,papastew Ward,7000,53.52417325,-113.4926579,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1111715,,11211,WINTERBURN ROAD NW,N,4650,WINTERBURN INDUSTRIAL AREA EAST,Nakota Isga Ward,9301000,53.56030542,-113.6856964,POINT (-113.68569643938419 53.56030541556284),100,,,COMMERCIAL,,
1291475,12,9420,149 STREET NW,N,4500,SHERWOOD,sipiwiyiniwak Ward,66000,53.5306764,-113.5785122,POINT (-113.57851215939672 53.53067640218667),100,,,RESIDENTIAL,,
1243005,,9309,168 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,438500,53.52930089,-113.6116595,POINT (-113.611659470695 53.529300894361285),100,,,RESIDENTIAL,,
1168020,,7240,178 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,162500,53.50606878,-113.6325392,POINT (-113.63253922809203 53.5060687848183),100,,,RESIDENTIAL,,
1304385,,752,WANYANDI ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,895000,53.50045862,-113.6049079,POINT (-113.60490791093903 53.50045861779092),100,,,RESIDENTIAL,,
1293992,,10021,153 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,548000,53.54011623,-113.5845481,POINT (-113.58454808261467 53.540116228374984),100,,,OTHER RESIDENTIAL,,
1009000,,8604,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,460000,53.6146965,-113.4738163,POINT (-113.47381625083558 53.614696500395155),100,,,RESIDENTIAL,,
1068840,,830,66 STREET SW,Y,6211,ELLERSLIE,Karhiio Ward,664500,53.42583443,-113.4438703,POINT (-113.44387028639719 53.425834426214266),100,,,RESIDENTIAL,,
1123140,,2945,151 AVENUE NW,N,2430,KIRKNESS,Dene Ward,184500,53.61333693,-113.3815877,POINT (-113.38158766215216 53.613336929086664),100,,,RESIDENTIAL,,
1137025,,15415,80 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,414500,53.51371203,-113.5893198,POINT (-113.58931982278443 53.51371203137493),100,,,RESIDENTIAL,,
1041953,,,,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,5500,53.48391461,-113.5770313,POINT (-113.577031327807 53.48391461135611),100,,,RESIDENTIAL,,
1021724,,115,WOLF WILLOW CRESCENT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,598000,53.50280513,-113.5975019,POINT (-113.5975018674687 53.50280513103161),100,,,RESIDENTIAL,,
1174556,,8112,188A STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,408500,53.51464833,-113.6484478,POINT (-113.64844780351213 53.514648327589775),100,,,RESIDENTIAL,,
1064864,304,11115,80 AVENUE NW,N,5200,GARNEAU,papastew Ward,261000,53.51584447,-113.5186405,POINT (-113.51864046956135 53.51584446927477),100,,,RESIDENTIAL,,
1301977,,9407,151 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,451000,53.53026918,-113.5810551,POINT (-113.58105505659631 53.53026918346151),100,,,RESIDENTIAL,,
1006246,208,10138,116 STREET NW,N,1150,OLIVER,O-day'min Ward,93500,53.54195418,-113.5218297,POINT (-113.52182973833129 53.54195417542538),100,,,RESIDENTIAL,,
1089523,,16112,PATRICIA DRIVE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,498500,53.50977149,-113.6011112,POINT (-113.6011112420274 53.509771492413556),100,,,RESIDENTIAL,,
1316314,,9612,162 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,285500,53.53355818,-113.6013717,POINT (-113.6013716637706 53.53355817640242),100,,,RESIDENTIAL,,
1174655,,18848,81A AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,364000,53.51432999,-113.6483256,POINT (-113.64832556480444 53.51432998779986),100,,,RESIDENTIAL,,
1086115,505,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,123500,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1243021,114,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,151500,53.45286153,-113.5330856,POINT (-113.53308555229285 53.45286153478377),100,,,RESIDENTIAL,,
1168046,,8106,169 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,340000,53.5151937,-113.6128126,POINT (-113.61281263534008 53.51519369704983),100,,,RESIDENTIAL,,
1043470,301,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,122000,53.54005148,-113.5226128,POINT (-113.52261283073618 53.540051481661735),100,,,RESIDENTIAL,,
1173483,,,,N,4020,ALDERGROVE,Nakota Isga Ward,34500,53.51300359,-113.6414878,POINT (-113.6414877884426 53.51300359161034),100,,,COMMERCIAL,,
1190594,,9328,176 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,507000,53.63840886,-113.4849251,POINT (-113.48492506196243 53.638408864820796),100,,,RESIDENTIAL,,
1030097,,6129,38 AVENUE NW,N,6300,HILLVIEW,Karhiio Ward,180000,53.4735214,-113.4312669,POINT (-113.4312669424637 53.47352140311311),100,,,RESIDENTIAL,,
1017870,,44,WILLOW WAY NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,541500,53.50440117,-113.6015765,POINT (-113.6015764767468 53.50440116720619),100,,,RESIDENTIAL,,
1140474,,15715,87 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,335000,53.51911046,-113.5928332,POINT (-113.59283323175138 53.519110461074625),100,,,RESIDENTIAL,,
1142611,,7003,190 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,337500,53.50391442,-113.6510605,POINT (-113.65106049993113 53.503914415332765),100,,,RESIDENTIAL,,
1160209,,7913,163 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,383500,53.51341445,-113.6021977,POINT (-113.6021977302547 53.51341444601762),100,,,RESIDENTIAL,,
1017656,,1016,106 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,378500,53.44036907,-113.4987459,POINT (-113.49874585614161 53.44036907335958),100,,,RESIDENTIAL,,
1036607,,17916,94 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,357500,53.64201827,-113.4874535,POINT (-113.4874535235402 53.642018267296706),100,,,RESIDENTIAL,,
1036714,,9352,180A AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,399000,53.64314823,-113.4869214,POINT (-113.48692140627615 53.64314823110036),100,,,RESIDENTIAL,,
1103696,,7711,152 STREET NW,N,4430,RIO TERRACE,sipiwiyiniwak Ward,426000,53.51094303,-113.5824416,POINT (-113.58244157763824 53.51094303271084),100,,,RESIDENTIAL,,
1061811,,2222,114 STREET NW,Y,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,248500,53.45318822,-113.5236036,POINT (-113.52360360493799 53.453188221007714),100,,,RESIDENTIAL,,
1045178,,748,SADDLEBACK ROAD NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,217000,53.45479608,-113.5266531,POINT (-113.52665308549912 53.45479607771951),100,,,RESIDENTIAL,,
1056662,,4118,38 STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,279000,53.47745014,-113.39961,POINT (-113.39960996589012 53.477450144070836),100,,,RESIDENTIAL,,
1233972,706,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,155000,53.52349869,-113.4938707,POINT (-113.49387074720232 53.52349869063701),100,,,RESIDENTIAL,,
1060565,56,1415,62 STREET NW,N,6670,SAKAW,Karhiio Ward,146500,53.4437502,-113.4311812,POINT (-113.43118122055851 53.443750199003276),100,,,RESIDENTIAL,,
1189406,7B,10050,118 STREET NW,N,1150,OLIVER,O-day'min Ward,408000,53.54033966,-113.5255083,POINT (-113.52550829517108 53.54033965527479),100,,,RESIDENTIAL,,
1316900,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54014479,-113.5272548,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1129980,,7604,188 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,279000,53.51009582,-113.6479791,POINT (-113.64797907761047 53.510095816925016),100,,,RESIDENTIAL,,
1241181,35,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,164500,53.45276525,-113.5313903,POINT (-113.53139026050656 53.45276524932354),100,,,RESIDENTIAL,,
1205848,,16965,95 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,176500,53.63135621,-113.487858,POINT (-113.48785798172129 53.631356212224226),100,,,RESIDENTIAL,,
1048313,,7283,152C AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,314000,53.61503888,-113.4534711,POINT (-113.45347105698937 53.6150388809111),100,,,RESIDENTIAL,,
1128370,,19960,107 AVENUE NW,N,4650,WINTERBURN INDUSTRIAL AREA EAST,Nakota Isga Ward,1491500,53.55172329,-113.666184,POINT (-113.66618395360565 53.55172329324059),100,,,COMMERCIAL,,
1196112,,8703,160A STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,377500,53.52103496,-113.5998435,POINT (-113.59984353225924 53.52103496217512),100,,,RESIDENTIAL,,
1013515,,1055,105 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,465500,53.4417688,-113.4976061,POINT (-113.4976060909243 53.44176880271436),100,,,RESIDENTIAL,,
1055383,,4121,41 AVENUE NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,276500,53.47682054,-113.4051829,POINT (-113.40518285430184 53.476820542427596),100,,,RESIDENTIAL,,
1081025,,18422,95A AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,282500,53.53062403,-113.6416035,POINT (-113.64160352191227 53.53062402858583),100,,,RESIDENTIAL,,
1060714,,18026,96 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,193500,53.53067072,-113.6357851,POINT (-113.63578507852934 53.53067072461222),100,,,RESIDENTIAL,,
1214717,,,,N,1070,CROMDALE,Métis Ward,500,53.55591201,-113.4703111,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1280221,,9524,154 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,324500,53.53237046,-113.5873012,POINT (-113.58730124887734 53.53237046096801),100,,,RESIDENTIAL,,
1130988,,7332,189 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,326000,53.50804398,-113.6504836,POINT (-113.65048362311515 53.50804397951467),100,,,RESIDENTIAL,,
1208800,,9316,161 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,345000,53.52963635,-113.6003784,POINT (-113.60037843250726 53.52963634583648),100,,,RESIDENTIAL,,
1151927,,16210,84 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,347000,53.5179795,-113.6024328,POINT (-113.60243281845246 53.51797949783305),100,,,RESIDENTIAL,,
1037068,,17804,94 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,352500,53.64057385,-113.4863039,POINT (-113.48630391460192 53.64057385317745),100,,,RESIDENTIAL,,
1148212,,7901,159 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,329000,53.51264249,-113.5961925,POINT (-113.59619246443397 53.512642487098155),100,,,RESIDENTIAL,,
1247055,309,4810,MILL WOODS ROAD SOUTH NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,67500,53.44606657,-113.4142418,POINT (-113.41424176621011 53.446066565934494),100,,,RESIDENTIAL,,
1005768,103,10829,117 STREET NW,N,1180,QUEEN MARY PARK,O-day'min Ward,75500,53.55379056,-113.5226202,POINT (-113.52262016502677 53.553790563142705),100,,,RESIDENTIAL,,
1037019,,17716,94 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,341000,53.63996746,-113.4863035,POINT (-113.4863034763043 53.639967456404335),100,,,RESIDENTIAL,,
1120591,,21720,103 AVENUE NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,385000,53.54426994,-113.6939944,POINT (-113.69399437201068 53.54426994367136),100,,,COMMERCIAL,,
1044718,,14906,43 AVENUE NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,236500,53.4802337,-113.5794997,POINT (-113.57949971146672 53.48023370488944),100,,,RESIDENTIAL,,
1033612,,18416,96 AVENUE NW,Y,4240,LA PERLE,Nakota Isga Ward,291500,53.53150862,-113.6408864,POINT (-113.64088639367009 53.53150861627351),100,,,RESIDENTIAL,,
1064757,202,11115,80 AVENUE NW,N,5200,GARNEAU,papastew Ward,240000,53.51584447,-113.5186405,POINT (-113.51864046956135 53.51584446927477),100,,,RESIDENTIAL,,
1174226,,18949,80 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,435000,53.51366907,-113.6517192,POINT (-113.65171921751615 53.51366906802866),100,,,RESIDENTIAL,,
1077262,,2131,121 AVENUE NE,N,2160,CLOVER BAR AREA,Dene Ward,2569500,53.57407504,-113.313553,POINT (-113.3135530384577 53.57407503557541),100,,,COMMERCIAL,,
1285626,,9750,153 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,253500,53.53601603,-113.5855399,POINT (-113.58553988255363 53.536016025013915),100,,,RESIDENTIAL,,
1355676,,9927,158 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,351500,53.53845501,-113.5933311,POINT (-113.59333105766054 53.53845501125579),100,,,RESIDENTIAL,,
1251784,,8905,156 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,326500,53.52157203,-113.5898123,POINT (-113.58981225848136 53.52157202671384),100,,,RESIDENTIAL,,
1235415,2006,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,172500,53.52349869,-113.4938707,POINT (-113.49387074720232 53.52349869063701),100,,,RESIDENTIAL,,
1033901,,922,RICE ROAD NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,580000,53.47803374,-113.5880265,POINT (-113.58802645637932 53.47803374395996),100,,,RESIDENTIAL,,
1024736,,6536,184 STREET NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,142000,53.50027618,-113.6410513,POINT (-113.64105128498298 53.50027617708824),100,,,RESIDENTIAL,,
1285147,,9822,153 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,454000,53.53688144,-113.585538,POINT (-113.58553795495963 53.53688144487495),100,,,RESIDENTIAL,,
1103282,,1821,232 AVENUE NE,Y,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,734000,53.69072236,-113.3173819,POINT (-113.31738192366086 53.69072236395033),78,21,1,RESIDENTIAL,RESIDENTIAL,FARMLAND
1188762,,4339,RIVERBEND ROAD NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,308500,53.48068145,-113.5791617,POINT (-113.57916171821273 53.48068144909791),100,,,RESIDENTIAL,,
1065754,,2301,119 STREET NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,4000,53.45426484,-113.5311373,POINT (-113.53113733397701 53.454264839806136),100,,,COMMERCIAL,,
1032408,305,8108,125 AVENUE NW,N,1130,ELMWOOD PARK,Métis Ward,53500,53.58165693,-113.4667684,POINT (-113.4667683904087 53.581656928701335),100,,,RESIDENTIAL,,
1069566,,10716,5 AVENUE SW,Y,5451,RICHFORD,Ipiihkoohkanipiaohtsi Ward,1135500,53.42823049,-113.5066145,POINT (-113.50661445096227 53.42823049413415),100,,,RESIDENTIAL,,
1107713,,15306,75 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,543000,53.5077137,-113.5846969,POINT (-113.58469689090076 53.50771370015053),100,,,RESIDENTIAL,,
1253244,,9101,156 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,357500,53.52508312,-113.5898131,POINT (-113.58981308957173 53.52508312161851),100,,,RESIDENTIAL,,
1175801,,8326,166 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,326500,53.51799801,-113.6086678,POINT (-113.60866781111636 53.51799800722925),100,,,RESIDENTIAL,,
1210434,,3650,99 STREET NW,N,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,0,53.47051261,-113.4869502,POINT (-113.48695021694377 53.4705126081889),100,,,COMMERCIAL,,
1137355,,15403,81 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,430000,53.51427017,-113.5876127,POINT (-113.58761267172346 53.5142701698061),100,,,RESIDENTIAL,,
1311612,207,18240,84 AVENUE NW,N,4020,ALDERGROVE,Nakota Isga Ward,89500,53.51773305,-113.6389804,POINT (-113.63898044563302 53.51773305159083),100,,,RESIDENTIAL,,
1104835,,7607,151 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,453000,53.50977374,-113.5803317,POINT (-113.58033172973182 53.509773742941675),100,,,RESIDENTIAL,,
1248186,31,3111,142 AVENUE NW,N,2320,HAIRSINE,Dene Ward,132000,53.60579807,-113.3888382,POINT (-113.38883823729446 53.60579806992998),100,,,RESIDENTIAL,,
1088038,5,13833,30 STREET NW,N,2320,HAIRSINE,Dene Ward,151000,53.60190207,-113.3876091,POINT (-113.38760909982864 53.6019020663816),100,,,RESIDENTIAL,,
1157445,,8011,161 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,356500,53.5144825,-113.5992679,POINT (-113.5992678846251 53.514482496811524),100,,,RESIDENTIAL,,
1235753,8,17409,95 STREET NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,143000,53.63696953,-113.4870076,POINT (-113.48700761284312 53.63696952747644),100,,,RESIDENTIAL,,
1099910,,16551,10 STREET NW,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Dene Ward,525500,53.62725828,-113.3550436,POINT (-113.35504362252584 53.627258280586844),100,,,RESIDENTIAL,,
1081439,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1027853,22,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,154000,53.45176321,-113.4007963,POINT (-113.40079628530401 53.451763208012686),100,,,RESIDENTIAL,,
1084862,401,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,105500,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1042290,,,,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,5500,53.48391461,-113.5770313,POINT (-113.577031327807 53.48391461135611),100,,,RESIDENTIAL,,
1182690,311,10330,116 STREET NW,N,1150,OLIVER,O-day'min Ward,90000,53.54533669,-113.521826,POINT (-113.52182596053272 53.54533669113939),100,,,RESIDENTIAL,,
1202738,207,2624,MILL WOODS ROAD EAST NW,N,6770,WEINLOS,Sspomitapi Ward,79000,53.45885364,-113.408218,POINT (-113.4082180009321 53.45885364278415),100,,,RESIDENTIAL,,
1110014,,650,199 STREET NW,N,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,480500,53.43675594,-113.6675237,POINT (-113.66752367561618 53.43675593578874),99,1,,RESIDENTIAL,FARMLAND,
1207323,304,1939,104 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,102500,53.45067938,-113.4938948,POINT (-113.49389483633416 53.45067938026154),100,,,RESIDENTIAL,,
1190545,,17527,95 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,312500,53.63823628,-113.4877354,POINT (-113.48773538123652 53.638236278611686),100,,,RESIDENTIAL,,
1101450,,18831,9 STREET NE,Y,2671,MARQUIS,Dene Ward,719500,53.65088468,-113.3306196,POINT (-113.33061956938705 53.65088467752094),100,,,RESIDENTIAL,,
1157247,407,9810,178 STREET NW,N,4240,LA PERLE,Nakota Isga Ward,99500,53.53394321,-113.6298969,POINT (-113.62989686351602 53.533943211241294),100,,,RESIDENTIAL,,
1225333,,16610,90 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,329500,53.52553152,-113.6099447,POINT (-113.60994473231736 53.525531519894436),100,,,RESIDENTIAL,,
1033141,,10820,100 AVENUE NW,N,1090,DOWNTOWN,O-day'min Ward,19967000,53.53923183,-113.5078803,POINT (-113.50788033349434 53.53923183490487),100,,,COMMERCIAL,,
1071497,,264,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,pihêsiwin Ward,2368500,53.44858672,-113.6160974,POINT (-113.61609743208727 53.44858671541857),100,,,RESIDENTIAL,,
1198662,,9438,156 STREET NW,N,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,283000,53.53109842,-113.5908871,POINT (-113.59088707356894 53.531098418714244),100,,,COMMERCIAL,,
1058593,,387,KIRKPATRICK CRESCENT NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,304500,53.4797668,-113.4012291,POINT (-113.40122912230211 53.479766797490775),100,,,RESIDENTIAL,,
1328319,,9807,164 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,339500,53.53649143,-113.6039459,POINT (-113.60394592413562 53.53649142854127),100,,,RESIDENTIAL,,
1314640,304,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,162000,53.54094874,-113.533619,POINT (-113.53361896511977 53.540948737537185),100,,,RESIDENTIAL,,
1159375,21,14511,52 STREET NW,N,2130,CASSELMAN,Dene Ward,174000,53.60752847,-113.4188,POINT (-113.41879998724329 53.607528465911926),100,,,RESIDENTIAL,,
1255488,,58,HUNTINGTON HILL NW,N,5170,EMPIRE PARK,papastew Ward,146000,53.48548454,-113.497699,POINT (-113.4976989872093 53.48548453723555),100,,,RESIDENTIAL,,
1200641,,15729,92A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,437500,53.52728395,-113.5936113,POINT (-113.59361130843877 53.52728394602408),100,,,RESIDENTIAL,,
1072925,,2940,68 AVENUE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,6996000,53.50660398,-113.3848003,POINT (-113.38480029916565 53.5066039813302),100,,,COMMERCIAL,,
1115583,,4412,211 STREET NW,Y,4462,EDGEMONT,sipiwiyiniwak Ward,1566500,53.48213091,-113.6853889,POINT (-113.68538891317738 53.48213090845124),100,,,RESIDENTIAL,,
1106590,,13169,159 STREET NW,N,4320,MISTATIM INDUSTRIAL,Anirniq Ward,263500,53.59190589,-113.5957546,POINT (-113.5957546013093 53.59190588752017),100,,,COMMERCIAL,,
1128321,,8204,151 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,404500,53.51536854,-113.5814138,POINT (-113.58141375992881 53.515368541500614),100,,,RESIDENTIAL,,
1093210,,622,HENDERSON STREET NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,454000,53.46702348,-113.5988407,POINT (-113.59884070670381 53.46702347845215),100,,,RESIDENTIAL,,
